"places";"postcode"
"Bitzen,Breitscheidt,Bruchertseifen,Etzbach,Fürthen,Heckenhof,Herrgottsau,Neuschlade,Roth";"57539"
"Blaibach";"93476,93476"
"Blaichach";"87544,87544"
"Blankenbach,Schöllkrippen,Sommerkahl,Westerngrund";"63825"
"Blankenfelde,Dahlewitz";"15827"
"Blankenhain";"99444,99444"
"Blankenheim";"53945,06528"
"Blankenrath,Hesweiler,Moritzheim,Panzweiler,Reidenhausen,Schauren,Vogthof,Walhausen";"56865"
"Blankensee,Glau,Klein Schulzendorf,Kliestow,Schönhagen,Stangenhagen,Trebbin";"14959"
"Blaubach,Kusel,Ruthweiler,Schellweiler";"66869"
"Blaubeuren,Hinterer Hessenhof";"89143"
"Blaueishütte,Ramsau,Watzmannhaus,Wimbachgrieshütte,Wimbachschloß";"83486"
"Blauenthal,Hundshübel,Lichtenau,Neidhardtsthal,Torfstich,Wolfsgrün";"08318"
"Blaufelden";"74572,74572"
"Blaustein";"89134,89134"
"Blechhammer,Eibenstock,Neues Wiesenhaus,Stabhammer,Weitersglashütte,Wildenthal,Wilzschmühle";"08309"
"Bleckede";"21354,19273"
"Bleialf,Brandscheid,Buchet,Großlangenfeld,Mützenich,Oberlascheid,Schweiler,Sellerich,Winterscheid";"54608"
"Bleicherode,Kehmstedt,Kleinbodungen,Kraja,Lipprechterode,Wipperdorf";"99752"
"Blekendorf,Grimmelsberg,Högsdorf,Kletkamp";"24327"
"Blender";"27337,27337"
"Blesewitz,Boldekow,Butzow,Drewelow,Japenzin,Neuenkirchen,Pelsin,Putzar,Sarnow,Spantekow";"17392"
"Bliedersdorf,Horneburg,Neuenkirchen,Nottensdorf";"21640"
"Bliederstedt,Clingen,Feldengel,Greußen,Großenehrich,Holzengel,Kirchengel,Niederbösa,Oberbösa,Otterstedt,Rohnstedt,Topfstedt,Trebra,Wasserthaleben,Westerengel,Westgreußen";"99718"
"Bliesdorf,Harnekop,Königshof,Sternebeck,Thöringswerder,Wriezen,Wriezener Höhe";"16269"
"Bliesendorf,Elisabethhöhe,Geltow,Glindow,Göhlsdorf,Kemnitz,Neu Plötzin,Petzow,Phöben,Plessow,Plötzin,Werder,Wildpark West";"14542"
"Blieskastel";"66440,66440"
"Bliestorf,Düchelsdorf,Grinau,Groß Boden,Kastorf,Lasbek,Meddewade,Pölitz,Rethwisch,Schiphorst,Schürensöhlen,Siebenbäumen,Sierksrade,Steinhorst,Stubben,Westerau";"23847"
"Blievenstorf,Brenz,Neustadt-Glewe";"19306"
"Blindham,Göggenhofen,Graß,Griesstätt,Großhelfendorf,Heimatshofen,Helfendorf,Kaltenbrunn,Kaps,Kleinhelfendorf,Kleinkarolinenfeld,Loibersdorf,Oberschops,Rauchenberg,Spielberg,Trautshofen,Unterschops";"85655"
"Blindheim";"89434,89434"
"Blomberg,Neuschoo";"26487"
"Blomberg";"32825,26487"
"Blomesche Wildnis,Engelbrechtsche Wildnis,Glückstadt";"25348"
"Blowatz,Boiensdorf,Gagzow,Hagebök,Hof Redentin,Hornstorf,Krusenhagen,Mückenfang,Neuburg-Steinhausen,Rohlstorf";"23974"
"Blumberg";"78176,16356"
"Blumenhagen,Friedrichshof,Galenbeck,Groß Luckow,Groß Spiegelberg,Johannisberg,Klein Luckow,Schönhausen,Uckerland,Wittenborn";"17337"
"Blumenthal,Grevenkrug,Reesdorf,Schierensee,Schmalstede,Sören";"24241"
"Blunk,Nehms";"23813"
"Blütenberg,Breydin,Britz,Brodowin,Buckow,Chorin,Golzow,Kahlenberg,Lichterfelde,Melchow,Neuehütte,Sandkrug,Senftenhütte,Serwest,Sydower Fließ,Teerofen";"16230"
"Bobbau,Reuden a d Fuhne,Rödgen,Thalheim,Wolfen";"06766"
"Bobenheim am Berg,Dackenheim,Herxheim am Berg,Weisenheim am Berg";"67273"
"Bobenheim-Roxheim";"67240,67240"
"Bobenneukirchen,Bösenbrunn,Droßdorf,Lottengrün,Oelsnitz,Ottengrün,Planschwitz,Posseck,Sachsgrün,Schönbrunn,Tirpersdorf,Tirschendorf,Triebel";"08606"
"Bobenthal,Bruchweiler-Bärenbach,Bundenthal,Busenberg,Erlenbach,Falkenmühle,Niederschlettenbach,Nothweiler,Rumbach";"76891"
"Böbing";"82389,82389"
"Bobingen";"86399,86399"
"Böbingen";"73560,67482"
"Böblingen";"71032,71034,71032,71034"
"Boblitz,Groß Beuchow,Groß-Klessow,Hindenberg,Kittlitz,Klein Radden,Lübbenau,Ragow";"03222"
"Böbrach";"94255,94255"
"Bobritzsch,Hilbersdorf";"09627"
"Böchingen,Frankweiler,Knöringen,Siebeldingen,Walsheim";"76833"
"Bocholt";"46395,46397,46399,46395,46397,46399"
"Bochow,Deetz,Derwitz,Groß Kreutz,Krielow,Neu Bochow,Schmergow";"14550"
"Bochum";"44787,44789,44791,44793,44795,44797,44799,44801,44803,44805,44807,44809,44866,44867,44869,44879,44892,44894,44787,44789,44791,44793,44795,44797,44799,44801,44803,44805,44807,44809,44866,44867,44869,44879,44892,44894"
"Bocka,Großebersdorf,Lederhose,Lindenkreuz,Münchenbernsdorf,Saara,Schwarzbach";"07589"
"Bockau";"08324,08324"
"Bockelwitz,Gersdorf,Leisnig";"04703"
"Bockenem";"31167,31167"
"Bockenheim";"67278,67278"
"Bockhorn";"26345,85461,26345,85461"
"Bockhorst,Breddenberg,Esterwegen,Hilkenbrook";"26897"
"Bockstadt,Brattendorf,Brünn,Crock,Eisfeld,Harras,Merbelsrod,Poppenwind,Schwarzbach";"98673"
"Bockwitz,Colditz,Collmen,Commichau,Meuselwitz,Skoplau,Tanndorf,Zschadraß";"04680"
"Böddensell,Bösdorf,Calvörde,Eickendorf,Etingen,Everingen,Gehrendorf,Grauingen,Kathendorf,Lockstedt,Mannhausen,Rätzlingen,Velsdorf,Wegenstedt";"39359"
"Boddin,Döbbersen,Dodow,Dreilützow,Drönnewitz,Harst,Karft,Körchow,Kützin,Lehsen,Luckwitz,Parum,Perdöhl,Pogreß,Püttelkow,Raguth,Tessin,Waschow,Wittenburg,Woez,Wulfskuhl,Zühr";"19243"
"Bodelshausen";"72411,72411"
"Bodelwitz,Döbritz,Friedebach,Herschdorf,Langenorla,Mariengrund,Moxa,Nimritz,Oberoppurg,Oppurg,Paska,Pößneck,Solkwitz,Trannroda,Wernburg,Zella";"07381"
"Boden,Daubach,Gackenbach,Girod,Görgeshausen,Großholbach,Heilberscheid,Heiligenroth,Holler,Horbach,Hübingen,Nentershausen,Niederelbert,Niedererbach,Nomborn,Oberelbert,Ruppach-Goldhausen,Stahlhofen,Untershausen,Welschneudorf";"56412"
"Bodenbach,Gruna,Heynitz,Karcha,Neubodenbach,Nossen,Rhäsa,Rothschönberg,Saultitz,Starbach,Tanneberg,Wolkau";"01683"
"Bodenbach,Bongard,Borler,Brücktal,Gelenberg,Kelberg,Kirsbach,Reimerath,Welcherath";"53539"
"Bodenfelde,Wahlsburg";"37194"
"Bodenheim";"55294,55294"
"Bodenkirchen";"84155,84155"
"Bodenmais";"94249,94249"
"Bodenwerder,Hehlen,Heyen,Kirchbrak,Pegestorf";"37619"
"Bodenwöhr";"92439,92439"
"Bödingerhof,Buchholzbergerhof,Hornbach,Hübelhof,Mauschbach";"66500"
"Bodman-Ludwigshafen";"78351,78351"
"Bodnegg";"88285,88285"
"Bodolz,Lindau";"88131"
"Böel";"24401,24401"
"Böelnorderfeld,Borrishaag,Fraulund,Mohrkirch,Rügge,Stoltoft,Thiesholz";"24405"
"Boen,Bunde,Bunderhee,Dollart,Wymeer";"26831"
"Boffzen,Derental";"37691"
"Bogen";"94327,94327"
"Böhen";"87736,87736"
"Böhlen,Böhlen,Dobernitz,Dösitz,Gleina,Gostewitz,Gostewitz,Groptitz,Hirschstein,Ibanitz,Jahnishausen,Jahnishausen,Kalbitz,Leutewitz,Leutewitz,Mautitz,Mautitz,Nickritz,Nickritz,Panitz,Plotitz,Pöhsig,Prositz,Seerhausen,Staucha,Stauchitz,Steudten,Stösitz,Treben";"01594"
"Böhlen";"04564,98701"
"Böhlen,Bröhsen,Draschwitz,Dürrweitzschen,Frauendorf,Grimma,Großbardau,Großbothen,Haubitz,Keiselwitz,Kuckeland,Leipnitz,Motterwitz,Muschau,Nauberg,Ostrau,Otterwisch,Papsdorf,Parthenstein,Pöhsig,Poischwitz,Ragewitz,Seidewitz,Zaschwitz,Zeunitz,Zschoppach";"04668"
"Böhl-Iggelheim";"67459,67459"
"Böhmenkirch";"89558,89558"
"Böhmfeld";"85113,85113"
"Bohmte";"49163,49163"
"Böhnhusen,Boksee,Flintbek,Schönhorst,Techelsdorf";"24220"
"Boitze,Dahlem,Dahlenburg";"21368"
"Bokel,Emkendorf,Groß Vollstedt";"24802"
"Bokel,Brande-Hörnerkirchen,Osterhorn,Westerhorn";"25364"
"Bokelhoop,Breiholz,Gieselauschleuse,Hörsten,Jevenberg,Moltkestein,Tackesdorf-Nord";"24797"
"Bokelrehm,Gribbohm,Nienbüttel,Wacken";"25596"
"Bökensberg,Kasseedorf";"23717"
"Bokensdorf";"38556,38556"
"Böklund,Klappholz,Uelsby,Wellspang";"24860"
"Bolanden";"67295,67295"
"Bolanderhof,Heubergerhof,Kirchheimbolanden,Leithof,Oberthierwasen,Pulvermühle,Unterthierwasen";"67292"
"Bölkendorf,Hohenfinow,Hohensaaten,Klosterbrücke,Liepe,Lüdersdorf,Lunow,Niederfinow,Oderberg,Parstein,Stecherschleuse,Stolzenhagen";"16248"
"Boll,Erlenwasen";"73087"
"Bollenbach,Gösenroth,Oberkirn,Rhaunen,Schwerbach,Weitersbach";"55624"
"Bollendorf";"54669,54669"
"Bollensdorf,Dahme,Gebersdorf,Glienig,Görsdorf,Mehlsdorf,Niendorf,Prensdorf,Rietdorf,Rosenthal";"15936"
"Bollewick,Gotthun,Groß Kelle,Kambs,Ludorf,Röbel,Zierzow";"17207"
"Bollingstedt,Jübek";"24855"
"Bollschweil";"79283,79283"
"Bollweg,Hasenmoor,Schmalfeld,Wierenkamp";"24640"
"Bölsberg,Unnau";"57648"
"Bolz,Borkow,Dabel,Dessin,Dinnies,Gägelow,Groß Görnow,Groß Raden,Hohen Pritz,Hohenfelde,Holzendorf b Sternberg,Klein Görnow,Klein Pritz,Kobrow,Lenzen,Loiz,Mustin,Neu Pastin,Neu Woserin,Pastin,Rothen,Ruchow,Sagsdorf,Schlowe,Schönfeld,Sternberg,Sternberger Burg,Stieten,Turloff,Wamckow,Witzin,Woland,Woserin,Zülow";"19406"
"Bomlitz";"29699,29699"
"Bondorf";"71149,71149"
"Bönebüttel";"24620,24620"
"Bonefeld,Hardert,Rengsdorf";"56579"
"Bönen";"59199,59199"
"Bonerath,Franzenheim,Hinzenburg,Hockweiler,Holzerath,Lampaden,Ollmuth,Pluwig,Schöndorf";"54316"
"Bonese,Bornsen,Brietz,Dähre,Diesdorf,Ellenberg,Gieseritz,Groß Wieblitz,Henningen,Klein Wieblitz,Lagendorf,Langenapel,Mehmke,Neuekrug,Osterwohle,Seebenau,Tylsen,Wallstawe";"29413"
"Bonn";"53111,53113,53115,53117,53119,53121,53123,53125,53127,53129,53173,53175,53177,53179,53225,53227,53229,53111,53113,53115,53117,53119,53121,53123,53125,53127,53129,53173,53175,53177,53179,53225,53227,53229"
"Bonndorf";"79848,79848"
"Bönningstedt,Ellerbek,Hasloh";"25474"
"Bonstetten";"86486,86486"
"Boos";"87737,56729"
"Boostedt,Heidmühlen,Latendorf";"24598"
"Bopfingen,Heerhof,Hohenlohe,Osterholz";"73441"
"Boppard";"56154,56154"
"Borchen";"33178,33178"
"Bordelum";"25852,25852"
"Börfink,Neuhof,Neuhütten,Züsch";"54422"
"Borgdorf-Seedorf,Dätgen,Eisendorf,Ellerdorf,Nortorf,Schülp";"24589"
"Borgentreich";"34434,34434"
"Börger";"26904,26904"
"Borgholzhausen";"33829,33829"
"Borgsdorf";"16556,16556"
"Borgstedt,Bünsdorf,Inselhof,Neu Duvenstedt,Rader Insel";"24794"
"Borgwedel,Fahrdorf";"24857"
"Borken";"34582,46325,04916"
"Borkum";"26757,26757"
"Born,Ostseebad Prerow,Wieck a Darß";"18375"
"Born,Bülstringen,Detzel Gut,Detzel Schloß,Flechtingen,Hütten,Keindorf,Neuenhofe,Planken,Satuelle,Uthmöden,Vahldorf,Wedringen,Wieglitz";"39345"
"Borna,Lobstädt,Wyhratal";"04552"
"Borne,Egeln,Groß Börnecke,Schneidlingen,Tarthun,Unseburg,Wolmirsleben";"39435"
"Börnecke,Dangelsdorf,Görzke,Hohenlobbese,Reppinichen,Wutzow";"14828"
"Börnersdorf-Breitenau,Liebstadt";"01825"
"Bornheim";"53332,53332"
"Bornheim,Flonheim,Lonsheim";"55237"
"Bornheim,Dreihof,Essingen,Hochstadt,Knittelsheim,Ottersheim";"76879"
"Bornholt,Schafstedt,Weidenhof";"25725"
"Bornhöved,Rendswühren,Tarbek";"24619"
"Bornich,Dahlheim,Dörscheid,Kestert,Patersberg,Weisel";"56348"
"Börnichen,Waldkirchen,Witzschdorf";"09437"
"Börnsen,Escheburg,Fahrendorf,Hamburg";"21039"
"Bornsmühle,Gute Mühle,Immenhof,Loreley,Lykershausen,Prath,Rödelbach,Saueressigs Mühle,St. Goarshausen,Ströbels Mühle,Theismühlen";"56346"
"Börrstadt,Breunigweiler,Röderhof";"67725"
"Börsborn,Brücken,Haseldell,Lebecksmühle";"66904"
"Borsdorf,Panitzsch";"04451"
"Borsfleth,Krempdorf";"25376"
"Borstel";"27246,24616"
"Borstel-Hohenraden";"25494,25494"
"Borstendorf,Grünhainichen";"09579"
"Börtlingen";"73104,73104"
"Bosau";"23715,24326"
"Bosbüll,Dagebüll,Galmsbüll,Gasthafen,Gotteskoogdeich,Katzhörn,Kleinkoogsdeich,Klixbüll,Niebüll,Osterdeich";"25899"
"Bösby,Bösbyfeld,Kosel,Pukholt,Rieseby";"24354"
"Bösdorf,Hinterste Wache,Lebrade,Plön,Rathjensdorf,Waldshagen,Wittmoldt";"24306"
"Bösel";"26219,26219"
"Bosenbach,Elzweiler,Erdesbach,Föckelberg,Glanbrücken,Horschbach,Jettenbach,Neunkirchen,Niederalben,Rammelsbach,Rathsweiler,Rathsweiler Mühle,Rutsweiler,Sankt Julian,Ulmet,Welchweiler";"66887"
"Bösingen";"78662,78662"
"Boßdorf,Bülzig,Kropstädt,Leetza,Rahnsdorf,Zahna";"06895"
"Bothel,Brockel,Hemsbünde,Hemslingen,Kirchwalsede,Westerwalsede";"27386"
"Bothkamp,Löptin,Nettelsee,Warnau";"24250"
"Bottenbach";"66504,66504"
"Bottendorf,Donndorf,Garnbach,Gehofen,Hechendorf,Langenroda,Nausitz,Roßleben,Wiehe";"06571"
"Böttingen";"78583,78583"
"Bottmersdorf,Domersleben,Klein Wanzleben,Remkersleben,Wanzleben";"39164"
"Bottrop";"46236,46238,46240,46242,46244,46236,46238,46240,46242,46244"
"Bötzingen";"79268,79268"
"Bous";"66359,66359"
"Bovenau,Bredenbek,Krummwisch";"24796"
"Bovenden";"37120,37120"
"Bowiesen,Wittighausen";"97957"
"Boxberg,Weißwasser";"02943"
"Boxberg";"97944,54552"
"Böxlund,Holt,Jardelund,Medelby,Osterby,Weesby";"24994"
"Braak,Hamburg,Stapelfeld";"22145"
"Brachbach,Euteneuen,Mudersbach";"57555"
"Brachems,Mayen,Reudelsterz,Sankt Johann";"56727"
"Brachstedt,Braschwitz,Hohenthurm,Landsberg,Niemberg,Oppin,Peißen,Queis,Reußen,Schwerz,Sietzsch,Spickendorf";"06188"
"Brachtendorf,Düngenheim,Eulgem,Gamlen,Hambuch,Hauroth,Kaifenheim,Masburg,Müllenbach,Polcherholz,Urmersbach,Zettingen";"56761"
"Brachttal";"63636,63636"
"Brackel";"21438,21438"
"Brackenberg,Bühren,Dransfeld,Jühnde,Niemetal,Scheden";"37127"
"Brackenheim";"74336,74336"
"Braderup,Ellhöft,Hattersbüllhallig,Holm,Humptrup,Lexgaard,Süderlügum,Uphusum";"25923"
"Brahmow,Briesen,Burg,Dissen,Fehrow,Guhrow,Müschen,Saccassne,Schmogrow,Striesow,Werben";"03096"
"Brake";"26919,26919"
"Brakel";"33034,33034"
"Brambach,Bräsen,Hundeluft,Jeber-Bergfrieden,Mühlstedt,Ragösen,Rodleben,Roßlau,Serno,Stackelitz,Streetz,Thießen";"06862"
"Bramsche";"49565,49565"
"Bramstedt,Driftsethe,Hagen,Sandstedt,Uthlede,Wulsbüttel";"27628"
"Bramstedtlund,Karlum,Ladelund,Westre";"25926"
"Brand";"95682,95682"
"Brandenburg";"14770,14772,14774,14770,14772,14774"
"Brandenburg,Paterdamm,Paterdamm,Rotscherlinde";"14776"
"Brand-Erbisdorf,Großhartmannsdorf";"09618"
"Brandfeld,Heubelsburg,Ichenhausen,Wiblishauserhof";"89335"
"Brandhorst,Horstdorf,Kakau,Oranienbaum,Schleesen";"06785"
"Brandis,Polenz";"04821"
"Brandshagen,Horst,Kirchdorf,Miltzow,Reinberg,Wilmshagen";"18519"
"Brannenburg";"83098,83098"
"Braubach";"56338,56338"
"Brauneberg,Burgen,Gornhausen,Hochscheid,Kommen,Longkamp,Monzelfeld,Veldenz";"54472"
"Braunfels";"35619,35619"
"Braunichswalde,Gauern,Großenstein,Hilbersdorf,Linda,Paitzdorf,Reichstädt,Ronneburg,Rückersdorf,Seelingstädt";"07580"
"Braunlage";"38700,38700"
"Bräunlesrain,Buchhof,Eschach,Obergröningen,Reute";"73569"
"Bräunlingen";"78199,78199"
"Braunsbach";"74542,74542"
"Braunsbedra,Großkayna,Krumpa,Roßbach";"06242"
"Braunschweig";"38100,38102,38104,38106,38108,38110,38112,38114,38116,38118,38120,38122,38124,38126,38100,38102,38104,38106,38108,38110,38112,38114,38116,38118,38120,38122,38124,38126"
"Braunsdorf,Kleinopitz,Kurort Hartha,Oberhermsdorf,Pohrsdorf,Tharandt";"01737"
"Bräunsdorf,Limbach-Oberfrohna";"09212"
"Bräunsdorf,Großschirma,Langhennersdorf";"09603"
"Braunsroda,Etzleben,Gorsleben,Hauteroda,Heldrungen,Hemleben,Oberheldrungen";"06577"
"Braunsroda,Burgholzhausen,Eckartsberga,Gernstedt,Herrengosserstedt,Tromsdorf";"06648"
"Brebelmoor,Loit,Schmedeland,Steinfeld";"24888"
"Brechen";"65611,65611"
"Breckerfeld";"58339,58339"
"Breddorf,Bülstedt,Hepstedt,Kirchtimke,Tarmstedt,Vorwerk,Westertimke,Wilstedt";"27412"
"Breddorfermoor,Worpswede";"27726"
"Bredenfelde,Briggow,Galenbeck,Grammentin,Gülzow,Ivenack,Jürgenstorf,Kittendorf,Ritzerow,Stavenhagen,Wackerow,Zettemin";"17153"
"Brehna";"06796,06796"
"Breidenbach";"35236,35236"
"Breisach";"79206,79206"
"Breitbrunn";"83254,96151,83254,96151"
"Breitenau,Kaiserslautern,Kindsbach, Forsthaus,Stüterhof";"67661"
"Breitenbach";"36287,98553"
"Breitenbach,Dunzweiler,Hainhof";"66916"
"Breitenberg,Kronsmoor,Moordiek,Moordorf,Westermoor";"25597"
"Breitenberg";"94139,25597"
"Breitenbrunn";"08359,87739,92363,08359,87739,92363"
"Breitendeich,Eggerkamp,Hollerdeich,Oederquart,Zehntweg";"21734"
"Breitengüßbach";"96149,96149"
"Breitenhagen,Brumby,Calbe,Glöthe,Groß Rosenburg,Grube Alfred,Lödderitz,Sachsendorf,Schwarz,Trabitz,Zuchau";"39240"
"Breitenhain,Burgwitz,Dreba,Eisenhammer,Harrasmühle,Kospoda,Lausnitz,Meilitz,Neustadt,Papiermühle,Stanau,Weira";"07806"
"Breitenheim,Desloch,Jeckenbach,Raumbach,Rehborn";"55592"
"Breitenstein,Schwenda,Stolberg";"06547"
"Breitenstein,Erfenstein,Krankenthal,Lambrecht,Luhrbach,Neu-Maschine,Nonnental";"67466"
"Breitenthal";"86488,55758"
"Breitingen,Holzkirch";"89183"
"Breitnau";"79874,79874"
"Breitscheid";"35767,53547"
"Breitungen,Fambach,Heßles";"98597"
"Breitwies,Pocking";"94060"
"Bremen";"28195,28197,28199,28201,28203,28205,28207,28209,28211,28213,28215,28217,28219,28237,28239,28259,28277,28279,28307,28309,28325,28327,28329,28355,28357,28359,28717,28719,28755,28757,28759,28777,28779,36419"
"Bremerhaven";"27568,27570,27572,27574,27576,27578,27580,27568,27570,27572,27574,27576,27578,27580"
"Bremke,Dohnsen,Halle,Hunzen,Tuchtfeld,Wegensen";"37620"
"Bremricherhof,Finkenbach-Gersweiler,Gaugrehweiler,Gutenbacherhof,Hengstbacherhof,Kalkofen,Leiningerhof,Mannweiler-Cölln,Münsterappel,Niederhausen,Niedermoschel,Oberhausen,Schmalfelderhof,Stolzenbergerhof,Waldgrehweiler,Winterborn";"67822"
"Bremscheid,Sohl,Stopperich,Waldbreitbach";"56588"
"Bremsdorf,Eisenhüttenstadt,Fünfeichen,Kieselwitz,Kobbeln,Möbiskruge,Pohlitz,Rießen,Schernsdorf,Vogelsang";"15890"
"Brenk,Galenberg,Niederdürenbach,Niederzissen,Oberdürenbach,Oberzissen";"56651"
"Brennberg";"93179,93179"
"Brensbach,Hippelsbach,Hundertmorgen,Kohlbacher Hof";"64395"
"Bresahn,Brunsmark,Dargow,Grambek,Hollenbek,Horst,Klein Zecher,Lehmrade,Marienstedt,Seedorf,Sterley,Sterleyerheide,Torfkaten";"23883"
"Bretnig-Hauswalde,Großröhrsdorf";"01900"
"Bretten";"75015,75015"
"Bretthausen,Elsoff,Hellenhahn-Schellenberg,Homberg,Hüblingen,Irmtraut,Liebenscheid,Neunkirchen,Neustadt,Niederroßbach,Oberrod,Oberroßbach,Rehe,Salzburg,Seck,Stein-Neukirch,Waldmühlen,Westernohe,Willingen";"56479"
"Bretzenheim";"55559,55559"
"Bretzfeld";"74626,74626"
"Breuberg";"64747,64747"
"Breuna";"34479,34479"
"Brevörde,Polle,Vahlbruch,Wilmeröderberg";"37647"
"Brey,Rhens";"56321"
"Brickeln,Buchholz,Burg,Burgerfeld,Großenrade,Hochdonn,Kuden,Quickborn";"25712"
"Briedel";"56867,56867"
"Briedeler Heck,Enkirch,Hahn,Hohestein,Maiermund,Raversbeuren";"56850"
"Brieden,Kail,Pommern";"56829"
"Briedern,Mesenich,Nehren,Senheim";"56820"
"Briesen,Freidorf,Halbe,Löpten,Oderin";"15757"
"Brieske,Großkoschen,Hörlitz,Niemtsch,Sedlitz,Senftenberg";"01968"
"Brieskow-Finkenheerd,Groß Lindow,Wiesenau,Ziltendorf";"15295"
"Brietlingen";"21382,21382"
"Brigachtal";"78086,78086"
"Brilon";"59929,59929"
"Brinjahe,Freudenberg,Hamweddel,Luhnstedt,Luhnvie,Stafstedt";"24816"
"Brinkum,Firrel,Hesel,Holtland,Neukamperfehn,Schwerinsdorf";"26835"
"Brockau,Jägerhaus,Lauschgrün,Limbach,Netzschkau,Reimersgrün";"08491"
"Bröckau,Kayna,Spora";"06724"
"Bröckel";"29356,29356"
"Brockum,Hüde,Lemförde,Marl,Quernheim,Stemshorn";"49448"
"Brodau,Delitzsch,Döbernitz,Krostitz,Löbnitz,Neukyhna,Priester,Schönwölkau,Selben,Wiedemar,Zschepen,Zschortau,Zwochau";"04509"
"Brodersby,Büßholz,Dörphof,Karby,Karlsburgerholz,Kniepenberg,Steinerholz,Winnemark";"24398"
"Brodersby,Goltoft";"24864"
"Brodersdorf,Laboe,Lutterbek,Stein,Wendtorf";"24235"
"Broderstorf,Klein Kussewitz,Mandelshagen,Poppendorf,Roggentin,Steinfeld,Thulendorf";"18184"
"Brohl-Lützing";"56656,56656"
"Brohm,Eichhorst,Fleethof,Genzkow,Glienke,Jatzke,Kotelow,Sadelkow,Salow,Schwanbeck,Schwichtenberg";"17099"
"Brokdorf";"25576,25576"
"Brombach,Heddesbach,Hirschhorn";"69434"
"Brombachtal,Wünschbach";"64753"
"Brome";"38465,38465"
"Bromskirchen,Hallenberg";"59969"
"Bronnerlehe,Kirchheim";"87757"
"Broock,Gallin,Gischow,Granzin,Karbow-Vietlübbe,Kreien,Kritzow,Kuhwalk,Kuppentin,Lübz,Lutheran,Passow,Quaßliner Mühle,Sandkrug,Wahlstorf,Werder";"19386"
"Bröthen,Büchen,Fitzen,Göttin,Güster,Hornbek,Kankelau,Klein Pampau,Langenlehsten,Neue Mühle,Neugüster,Roseburg,Siebeneichen,Witzeeze,Wotersen";"21514"
"Brotterode";"98599,98599"
"Bruchhausen,Hohenunkel,Unkel";"53572"
"Bruchhausen-Vilsen,Engeln,Süstedt";"27305"
"Bruchköbel";"63486,63486"
"Bruchmühlbach-Miesau,Elschbacherhof";"66892"
"Bruchmühle,Fredersdorf,Petershagen,Vogelsdorf";"15370"
"Bruchsal";"76646,76646"
"Bruchsiedlung,Erlenbach,Freckenfeld,Hergersweiler,Minfeld,Steinweiler,Winden";"76872"
"Bruck,Grafing";"85567"
"Bruck";"92436,85567"
"Bruckberg";"84079,91590,84079,91590"
"Bruckerhof,Osterwald,Peißenberg,Roßlaich";"82380"
"Bruckmaier,Wolfratshausen";"82515"
"Bruckmühl";"83052,83052"
"Brudersdorf,Dargun,Stubbendorf,Wagun,Zarnekow";"17159"
"Brüggen";"31033,41379,31033,41379"
"Brühl";"50321,68782,50321,68782"
"Brühlhof,Obermarchtal,Rechtenstein";"89611"
"Brunn,Dorfen";"84405"
"Brunn,Laaber";"93164"
"Brunnen";"86564,86564"
"Brunnthal,Laudenbach";"63925"
"Brunnthal";"85649,63925"
"Brunsbek,Dahmker,Grande,Großensee,Hohenfelde,Trittau";"22946"
"Brunsbüttel";"25541,25541"
"Brunsleberfeld,Groß Rode,Königslutter,Tetzelstein,Watzumer Häuschen,Zur Schunterquelle";"38154"
"Brunstorf";"21524,21524"
"Brünzow,Hanshagen,Katzow,Kemnitz,Loissin,Lubmin,Neu Boltenhagen,Rubenow,Wusterhusen";"17509"
"Brusendorf,Gallun,Kiekebusch,Mittenwalde,Ragow,Schöneicher Plan";"15749"
"Brüsewitz,Cramonshagen,Dalberg-Wendelstorf,Grambow,Groß Brütz,Herren Steinfeld";"19071"
"Bubenheim,Engelstadt,Essenheim,Jugenheim,Klein-Winternheim,Ober-Olm,Schwabenheim,Sörgenloch,Zornheim";"55270"
"Bubenreuth";"91088,91088"
"Bubesheim";"89347,89347"
"Bubsheim";"78585,78585"
"Buch,Ilshofen,Landturm";"74532"
"Buch";"84172,85656,56357"
"Buch,Hochbuch";"89290"
"Buch a. Wald";"91592,91592"
"Bucha,Dobian,Gertewitz,Gössitz,Grobengereuth,Keila,Knau,Peuschen,Quaschwitz,Ranis,Schmorda,Seisla,Wilhelmsdorf,Wöhlsdorf";"07389"
"Bucha,Cospeda,Cospeda,Drackendorf,Drackendorf,Golmsdorf,Großlöbichau,Großpürschütz,Isserstedt,Isserstedt,Jenalöbnitz,Jenaprießnitz,Jenaprießnitz,Krippendorf,Krippendorf,Kunitz,Kunitz,Löberschütz,Maua,Maua,Milda,Münchenroda,Münchenroda,Rothenstein,Sulza,Zöllnitz";"07751"
"Buchbach,Gebersdorf,Gräfenthal,Großneundorf,Lichtenhain b Gräfenthal,Lippelsdorf,Spechtsbrunn";"98743"
"Buchberg,Fasanenjäger,Höhenberg,Hohenester,Holzreit,Oberhaus,Plattenberg,Roitham,Stein,Zieglstadl";"83371"
"Buchdorf";"86675,86675"
"Büchel";"56823,56823"
"Büchel,Frömmstedt,Griefstedt,Kindelbrück,Riethgen";"99638"
"Büchelborn,Dachsborn,Dachsenhausen,Erlenborn,Osterspai";"56340"
"Bücheloh,Heyda,Ilmenau,Manebach,Martinroda,Oberpörlitz,Roda,Unterpörlitz";"98693"
"Buchen";"74722,74722"
"Buchenbach";"79256,79256"
"Büchenbach";"91186,91186"
